was succesful, reward, actual steps, target steps, runs completed
0,-24,130,1024,613
0,-200,100,1024,614
1,1166,1025,1024,615
0,-208,94,1024,616
0,-208,90,1024,617
0,-224,77,1024,618
0,-40,108,1024,619
1,1166,1025,1024,620
0,88,210,1024,621
1,1166,1025,1024,622
0,-248,49,1024,623
1,1166,1025,1024,624
0,-224,77,1024,625
0,-208,96,1024,626
0,-56,88,1024,627
0,-248,40,1024,628
0,-256,35,1024,629
1,1166,1025,1024,630
0,-32,111,1024,631
0,-176,130,1024,632
1,1166,1025,1024,633
0,-256,34,1024,634
0,-40,110,1024,635
0,-24,126,1024,636
1,1166,1025,1024,637
0,56,176,1024,638
0,-200,104,1024,639
0,-200,107,1024,640
0,-168,147,1024,641
1,1166,1025,1024,642
1,1166,1025,1024,643
0,-240,52,1024,644
1,1166,1025,1024,645
1,1166,1025,1024,646
0,-168,148,1024,647
0,-56,85,1024,648
0,-184,123,1024,649
1,1166,1025,1024,650
0,40,156,1024,651
0,-208,93,1024,652
1,1166,1025,1024,653
0,-64,79,1024,654
1,1166,1025,1024,655
0,-232,66,1024,656
0,-112,13,1024,657
0,-224,76,1024,658
0,-40,101,1024,659
0,-216,88,1024,660
0,-32,116,1024,661
1,1166,1025,1024,662
0,-64,80,1024,663
1,1166,1025,1024,664
0,-176,130,1024,665
0,-208,91,1024,666
0,-208,95,1024,667
0,-184,128,1024,668
0,-48,97,1024,669
1,1166,1025,1024,670
0,-192,118,1024,671
0,-200,107,1024,672
0,-208,97,1024,673
0,-200,105,1024,674
0,-264,22,1024,675
0,-200,105,1024,676
0,-256,39,1024,677
0,-224,78,1024,678
0,-64,73,1024,679
1,1166,1025,1024,680
0,-248,45,1024,681
0,-8,148,1024,682
0,-232,66,1024,683
0,-40,109,1024,684
0,-216,87,1024,685
1,1166,1025,1024,686
0,-40,107,1024,687
0,80,203,1024,688
0,-48,97,1024,689
0,-184,120,1024,690
1,1166,1025,1024,691
0,-224,72,1024,692
0,-216,89,1024,693
0,-192,118,1024,694
0,-224,77,1024,695
1,1166,1025,1024,696
1,1166,1025,1024,697
0,-56,90,1024,698
0,-240,54,1024,699
0,-216,82,1024,700
1,1166,1025,1024,701
0,96,227,1024,702
0,-8,143,1024,703
1,1166,1025,1024,704
1,1166,1025,1024,705
0,-176,133,1024,706
0,-192,116,1024,707
0,-56,89,1024,708
0,-168,142,1024,709
0,-240,59,1024,710
0,-256,32,1024,711
0,-216,81,1024,712
0,-248,45,1024,713
0,-232,69,1024,714
1,1166,1025,1024,715
0,-40,104,1024,716
0,-40,110,1024,717
0,-232,68,1024,718
0,-192,114,1024,719
0,-40,107,1024,720
0,-264,23,1024,721
0,-16,133,1024,722
1,1166,1025,1024,723
0,-240,52,1024,724
1,1166,1025,1024,725
1,1166,1025,1024,726
1,1166,1025,1024,727
0,-256,35,1024,728
1,1166,1025,1024,729
0,-48,93,1024,730
0,-224,75,1024,731
0,-64,73,1024,732
1,1166,1025,1024,733
0,-64,78,1024,734
0,-64,71,1024,735
0,-208,96,1024,736
1,1166,1025,1024,737
0,48,163,1024,738
0,40,154,1024,739
0,72,190,1024,740
0,72,197,1024,741
0,-208,91,1024,742
0,64,182,1024,743
0,-232,60,1024,744
0,-208,92,1024,745
0,-248,47,1024,746
0,-192,113,1024,747
0,-264,26,1024,748
1,1166,1025,1024,749
0,-248,47,1024,750
1,1166,1025,1024,751
0,-16,139,1024,752
0,-248,45,1024,753
0,-224,75,1024,754
1,1166,1025,1024,755
1,1166,1025,1024,756
0,-216,88,1024,757
1,1166,1025,1024,758
0,-56,88,1024,759
0,-192,116,1024,760
1,1166,1025,1024,761
0,-56,87,1024,762
0,80,206,1024,763
1,1166,1025,1024,764
0,-192,114,1024,765
0,-32,119,1024,766
0,-176,132,1024,767
0,56,179,1024,768
0,56,170,1024,769
0,-264,28,1024,770
0,-64,76,1024,771
1,1166,1025,1024,772
0,-208,97,1024,773
0,-24,127,1024,774
0,-8,148,1024,775
1,1166,1025,1024,776
0,-24,123,1024,777
1,1166,1025,1024,778
0,-64,74,1024,779
0,-264,25,1024,780
0,-256,30,1024,781
0,96,229,1024,782
1,1166,1025,1024,783
0,-216,87,1024,784
0,-40,106,1024,785
1,1166,1025,1024,786
0,-232,68,1024,787
1,1166,1025,1024,788
1,1166,1025,1024,789
0,-256,35,1024,790
0,-248,42,1024,791
0,-176,137,1024,792
0,-224,78,1024,793
0,-72,62,1024,794
0,-224,76,1024,795
0,-232,69,1024,796
0,40,153,1024,797
1,1166,1025,1024,798
0,-32,112,1024,799
0,-200,104,1024,800
0,96,222,1024,801
1,1166,1025,1024,802
1,1166,1025,1024,803
0,-24,126,1024,804
0,-224,77,1024,805
0,-232,64,1024,806
1,1166,1025,1024,807
0,-56,83,1024,808
0,-200,107,1024,809
0,-56,86,1024,810
1,1166,1025,1024,811
1,1166,1025,1024,812
0,-184,127,1024,813
0,-256,30,1024,814
1,1166,1025,1024,815
1,1166,1025,1024,816
1,1166,1025,1024,817
1,1166,1025,1024,818
1,1166,1025,1024,819
1,1166,1025,1024,820
0,-168,141,1024,821
0,-56,84,1024,822
0,-176,134,1024,823
0,-48,95,1024,824
1,1166,1025,1024,825
1,1166,1025,1024,826
0,-40,108,1024,827
1,1166,1025,1024,828
0,-24,123,1024,829
0,-64,75,1024,830
0,-224,79,1024,831
1,1166,1025,1024,832
1,1166,1025,1024,833
0,-40,108,1024,834
1,1166,1025,1024,835
0,-264,25,1024,836
0,-64,79,1024,837
1,1166,1025,1024,838
1,1166,1025,1024,839
0,-224,71,1024,840
0,-32,115,1024,841
0,-64,71,1024,842
0,-176,136,1024,843
0,-64,80,1024,844
1,1166,1025,1024,845
1,1166,1025,1024,846
0,-32,114,1024,847
1,1166,1025,1024,848
0,-208,94,1024,849
1,1166,1025,1024,850
0,-192,116,1024,851
0,-40,103,1024,852
0,-256,31,1024,853
0,-72,65,1024,854
0,-208,92,1024,855
0,-216,88,1024,856
0,-176,132,1024,857
1,1166,1025,1024,858
0,-16,138,1024,859
1,1166,1025,1024,860
1,1166,1025,1024,861
0,-48,95,1024,862
1,1166,1025,1024,863
0,-224,79,1024,864
0,-32,118,1024,865
0,-56,81,1024,866
0,-208,96,1024,867
1,1166,1025,1024,868
0,-64,79,1024,869
1,1166,1025,1024,870
0,-232,66,1024,871
0,-232,63,1024,872
0,-64,72,1024,873
1,1166,1025,1024,874
1,1166,1025,1024,875
1,1166,1025,1024,876
1,1166,1025,1024,877
1,1166,1025,1024,878
0,-72,68,1024,879
0,-168,144,1024,880
0,-256,30,1024,881
0,-48,99,1024,882
0,-224,76,1024,883
0,-232,69,1024,884
0,-264,29,1024,885
0,-200,100,1024,886
0,-8,142,1024,887
0,-48,99,1024,888
0,80,205,1024,889
0,-248,40,1024,890
1,1166,1025,1024,891
1,1166,1025,1024,892
0,-192,114,1024,893
0,-184,121,1024,894
0,-24,123,1024,895
1,1166,1025,1024,896
0,-240,57,1024,897
0,-240,50,1024,898
0,-208,90,1024,899
1,1166,1025,1024,900
0,-192,110,1024,901
1,1166,1025,1024,902
0,-168,148,1024,903
0,-40,101,1024,904
0,-224,78,1024,905
1,1166,1025,1024,906
0,-248,42,1024,907
0,136,278,1024,908
0,-64,76,1024,909
0,-216,81,1024,910
0,-208,94,1024,911
0,-184,122,1024,912
0,64,189,1024,913
0,-232,66,1024,914
0,-240,53,1024,915
0,-216,82,1024,916
0,-48,92,1024,917
1,1166,1025,1024,918
1,1166,1025,1024,919
0,-208,91,1024,920
1,1166,1025,1024,921
0,-176,134,1024,922
1,1166,1025,1024,923
0,-72,66,1024,924
0,-168,147,1024,925
0,-200,109,1024,926
1,1166,1025,1024,927
0,-32,119,1024,928
0,-16,133,1024,929
0,-32,119,1024,930
0,-64,76,1024,931
0,-192,116,1024,932
0,-224,73,1024,933
0,48,165,1024,934
1,1166,1025,1024,935
0,-208,94,1024,936
1,1166,1025,1024,937
1,1166,1025,1024,938
0,-56,85,1024,939
1,1166,1025,1024,940
0,-32,115,1024,941
0,-264,29,1024,942
1,1166,1025,1024,943
0,-56,88,1024,944
1,1166,1025,1024,945
1,1166,1025,1024,946
0,40,152,1024,947
0,-168,146,1024,948
1,1166,1025,1024,949
0,-264,26,1024,950
0,-32,115,1024,951
0,-248,40,1024,952
0,-240,51,1024,953
0,-248,41,1024,954
0,-192,118,1024,955
0,-248,46,1024,956
1,1166,1025,1024,957
1,1166,1025,1024,958
0,-48,98,1024,959
1,1166,1025,1024,960
1,1166,1025,1024,961
1,1166,1025,1024,962
0,-208,90,1024,963
0,-48,93,1024,964
0,-264,28,1024,965
1,1166,1025,1024,966
1,1166,1025,1024,967
0,-256,35,1024,968
0,-56,83,1024,969
0,-176,135,1024,970
1,1166,1025,1024,971
0,-208,99,1024,972
0,-16,136,1024,973
0,-184,125,1024,974
0,-200,108,1024,975
0,56,177,1024,976
0,56,171,1024,977
0,-64,75,1024,978
0,-32,114,1024,979
0,-56,85,1024,980
0,-80,53,1024,981
0,-240,51,1024,982
0,-56,83,1024,983
0,-232,65,1024,984
0,64,185,1024,985
1,1166,1025,1024,986
0,-56,89,1024,987
0,-48,99,1024,988
0,-232,69,1024,989
0,-184,123,1024,990
0,-32,119,1024,991
0,-48,92,1024,992
1,1166,1025,1024,993
0,-56,84,1024,994
0,-32,116,1024,995
1,1166,1025,1024,996
0,-264,26,1024,997
0,-264,24,1024,998
0,-208,90,1024,999
0,-256,34,1024,1000
