was succesful, reward, actual steps, target steps, runs completed
0,-264,27,1024,443
0,-264,21,1024,444
0,-248,45,1024,445
0,-272,18,1024,446
0,-256,37,1024,447
0,-264,20,1024,448
0,-248,44,1024,449
0,-272,19,1024,450
0,-256,33,1024,451
0,-256,39,1024,452
0,-272,15,1024,453
0,-256,38,1024,454
0,-264,29,1024,455
0,-248,45,1024,456
0,-264,26,1024,457
0,-256,35,1024,458
0,-264,23,1024,459
0,-264,27,1024,460
0,80,207,1024,461
0,-64,75,1024,462
1,1166,1025,1024,463
0,-104,30,1024,464
0,-264,29,1024,465
0,-264,24,1024,466
1,1166,1025,1024,467
0,80,208,1024,468
0,-272,17,1024,469
0,-264,20,1024,470
0,-88,49,1024,471
0,-264,26,1024,472
1,1166,1025,1024,473
0,-32,118,1024,474
1,1166,1025,1024,475
0,-256,30,1024,476
0,-264,28,1024,477
0,-272,18,1024,478
0,-264,24,1024,479
0,-256,33,1024,480
0,-264,27,1024,481
0,-272,18,1024,482
1,1166,1025,1024,483
0,-56,83,1024,484
0,-64,75,1024,485
0,-256,39,1024,486
0,-272,14,1024,487
0,88,211,1024,488
0,-272,18,1024,489
0,-256,30,1024,490
0,-264,27,1024,491
0,-264,26,1024,492
1,1166,1025,1024,493
0,-264,29,1024,494
0,-272,15,1024,495
0,-256,32,1024,496
0,-264,23,1024,497
0,-24,126,1024,498
0,-264,25,1024,499
0,-272,18,1024,500
0,-264,24,1024,501
0,-256,34,1024,502
0,-256,38,1024,503
0,-264,25,1024,504
0,-272,14,1024,505
0,-256,35,1024,506
0,48,161,1024,507
0,-64,76,1024,508
1,1166,1025,1024,509
0,-256,37,1024,510
0,-264,28,1024,511
0,-240,51,1024,512
0,-256,34,1024,513
0,-64,80,1024,514
1,1166,1025,1024,515
0,-264,26,1024,516
0,-264,27,1024,517
0,-240,51,1024,518
0,-256,31,1024,519
0,-72,69,1024,520
1,1166,1025,1024,521
0,-264,23,1024,522
0,-272,17,1024,523
0,-264,23,1024,524
0,-272,17,1024,525
0,-240,57,1024,526
0,-256,38,1024,527
1,1166,1025,1024,528
0,-256,30,1024,529
0,-264,24,1024,530
0,-256,35,1024,531
0,-272,17,1024,532
0,-264,28,1024,533
0,-232,61,1024,534
0,-256,31,1024,535
0,-264,26,1024,536
0,-264,26,1024,537
0,-264,24,1024,538
0,-264,26,1024,539
1,1166,1025,1024,540
0,-264,27,1024,541
0,-56,90,1024,542
0,-256,32,1024,543
0,-248,46,1024,544
1,1166,1025,1024,545
0,-256,35,1024,546
0,-272,15,1024,547
0,-256,35,1024,548
0,-264,20,1024,549
0,-272,17,1024,550
0,-248,44,1024,551
0,-256,32,1024,552
0,-264,22,1024,553
0,-272,17,1024,554
0,-272,15,1024,555
0,-248,41,1024,556
0,-256,32,1024,557
0,-264,20,1024,558
0,-256,30,1024,559
0,-272,18,1024,560
0,-16,136,1024,561
0,-56,85,1024,562
1,1166,1025,1024,563
0,-24,123,1024,564
0,-256,34,1024,565
0,-256,31,1024,566
0,-248,42,1024,567
0,64,185,1024,568
0,-88,44,1024,569
0,-256,32,1024,570
0,-64,80,1024,571
1,1166,1025,1024,572
0,-248,42,1024,573
0,-256,32,1024,574
0,48,166,1024,575
0,-248,44,1024,576
0,-264,23,1024,577
0,-264,27,1024,578
0,-264,23,1024,579
0,-264,20,1024,580
0,96,229,1024,581
1,1166,1025,1024,582
0,136,279,1024,583
0,-264,23,1024,584
0,-256,30,1024,585
0,-256,32,1024,586
0,-248,42,1024,587
0,-72,63,1024,588
0,-256,32,1024,589
0,-264,20,1024,590
0,-256,34,1024,591
0,-256,32,1024,592
0,-80,59,1024,593
0,56,177,1024,594
0,-48,93,1024,595
0,96,228,1024,596
0,-272,16,1024,597
0,-80,56,1024,598
0,-264,23,1024,599
0,-264,28,1024,600
0,-264,28,1024,601
0,-256,30,1024,602
0,-48,93,1024,603
1,1166,1025,1024,604
0,-256,33,1024,605
1,1166,1025,1024,606
0,-264,26,1024,607
1,1166,1025,1024,608
0,64,183,1024,609
1,1166,1025,1024,610
0,-56,82,1024,611
0,-248,41,1024,612
0,-256,34,1024,613
0,-272,19,1024,614
1,1166,1025,1024,615
1,1166,1025,1024,616
0,-240,56,1024,617
1,1166,1025,1024,618
0,-264,25,1024,619
0,-264,27,1024,620
0,72,194,1024,621
0,-88,45,1024,622
0,-56,87,1024,623
0,-72,61,1024,624
0,-88,49,1024,625
0,-264,26,1024,626
0,-264,20,1024,627
0,-96,34,1024,628
0,-96,38,1024,629
0,-264,28,1024,630
0,-264,21,1024,631
0,-264,25,1024,632
0,-56,88,1024,633
1,1166,1025,1024,634
1,1166,1025,1024,635
1,1166,1025,1024,636
1,1166,1025,1024,637
0,-72,67,1024,638
0,-56,84,1024,639
0,-256,34,1024,640
0,-256,34,1024,641
0,-264,26,1024,642
0,-264,23,1024,643
0,-96,33,1024,644
0,-256,33,1024,645
0,72,191,1024,646
0,-272,17,1024,647
1,1166,1025,1024,648
0,-264,24,1024,649
0,-256,30,1024,650
0,-272,18,1024,651
0,-264,29,1024,652
0,-272,18,1024,653
0,-248,43,1024,654
0,-104,21,1024,655
1,1166,1025,1024,656
0,-104,29,1024,657
0,-256,30,1024,658
0,-256,35,1024,659
0,-272,15,1024,660
0,-264,20,1024,661
0,-264,24,1024,662
1,1166,1025,1024,663
0,-256,32,1024,664
0,-256,31,1024,665
0,-272,16,1024,666
0,-88,44,1024,667
0,-72,63,1024,668
0,-264,28,1024,669
0,-96,33,1024,670
0,-256,35,1024,671
1,1166,1025,1024,672
1,1166,1025,1024,673
0,-264,29,1024,674
0,-264,21,1024,675
1,1166,1025,1024,676
0,-264,27,1024,677
0,-264,29,1024,678
0,-56,86,1024,679
0,-264,25,1024,680
0,-256,37,1024,681
0,-264,28,1024,682
0,-272,14,1024,683
1,1166,1025,1024,684
0,-88,45,1024,685
0,-264,23,1024,686
0,-48,99,1024,687
0,-40,104,1024,688
0,-264,26,1024,689
0,64,188,1024,690
1,1166,1025,1024,691
0,-80,60,1024,692
1,1166,1025,1024,693
0,-264,26,1024,694
0,-264,22,1024,695
0,-264,26,1024,696
0,-264,29,1024,697
0,-256,31,1024,698
0,-272,14,1024,699
0,-96,40,1024,700
0,-264,23,1024,701
0,-104,25,1024,702
0,-256,31,1024,703
0,-272,19,1024,704
0,96,229,1024,705
0,104,239,1024,706
0,-88,41,1024,707
0,-256,38,1024,708
0,-264,23,1024,709
0,-256,39,1024,710
1,1166,1025,1024,711
0,-32,114,1024,712
0,-104,29,1024,713
1,1166,1025,1024,714
0,-264,20,1024,715
0,-256,32,1024,716
0,-248,43,1024,717
0,-256,31,1024,718
0,-104,30,1024,719
1,1166,1025,1024,720
0,64,188,1024,721
0,112,242,1024,722
0,-256,35,1024,723
0,-264,25,1024,724
0,-264,26,1024,725
0,-256,31,1024,726
1,1166,1025,1024,727
0,96,230,1024,728
0,-264,26,1024,729
0,-264,28,1024,730
0,-272,16,1024,731
0,-264,25,1024,732
0,-272,16,1024,733
0,-256,37,1024,734
1,1166,1025,1024,735
0,-264,27,1024,736
0,-264,28,1024,737
0,-248,40,1024,738
0,-264,23,1024,739
0,-272,16,1024,740
0,-256,37,1024,741
0,88,214,1024,742
0,-256,35,1024,743
1,1166,1025,1024,744
1,1166,1025,1024,745
0,-96,33,1024,746
0,-8,146,1024,747
0,104,234,1024,748
0,-264,25,1024,749
0,-256,38,1024,750
0,56,170,1024,751
0,-16,138,1024,752
0,-248,42,1024,753
0,-240,57,1024,754
0,-240,50,1024,755
1,1166,1025,1024,756
1,1166,1025,1024,757
0,-256,31,1024,758
0,-264,20,1024,759
0,-256,34,1024,760
0,-104,21,1024,761
0,120,252,1024,762
0,-256,37,1024,763
0,-264,25,1024,764
0,-264,27,1024,765
1,1166,1025,1024,766
0,-256,34,1024,767
0,-256,36,1024,768
0,-256,31,1024,769
0,-80,55,1024,770
0,88,213,1024,771
0,-104,26,1024,772
0,-264,29,1024,773
0,-264,27,1024,774
0,-264,25,1024,775
0,-264,27,1024,776
0,-272,17,1024,777
0,-40,105,1024,778
0,-264,28,1024,779
1,1166,1025,1024,780
0,-264,27,1024,781
0,72,194,1024,782
0,-264,20,1024,783
0,-256,34,1024,784
0,-272,15,1024,785
0,-256,34,1024,786
0,-256,32,1024,787
0,-80,59,1024,788
0,-264,24,1024,789
0,-264,24,1024,790
0,-264,23,1024,791
0,-264,22,1024,792
1,1166,1025,1024,793
0,-256,36,1024,794
0,-264,20,1024,795
0,-48,98,1024,796
0,-64,80,1024,797
0,-256,34,1024,798
0,72,191,1024,799
0,-264,27,1024,800
0,-264,23,1024,801
0,-88,47,1024,802
0,-264,28,1024,803
1,1166,1025,1024,804
0,-24,127,1024,805
0,-96,36,1024,806
0,-264,26,1024,807
0,-272,17,1024,808
0,-16,138,1024,809
0,-56,86,1024,810
0,-256,36,1024,811
0,-272,16,1024,812
0,-264,20,1024,813
0,-248,45,1024,814
0,-240,56,1024,815
0,112,245,1024,816
0,-264,28,1024,817
0,-56,82,1024,818
0,80,206,1024,819
0,-264,26,1024,820
0,-264,26,1024,821
0,-264,24,1024,822
0,-272,14,1024,823
0,-264,25,1024,824
0,-272,16,1024,825
0,-248,42,1024,826
0,-256,34,1024,827
0,64,187,1024,828
0,-264,20,1024,829
0,-256,35,1024,830
0,-264,20,1024,831
0,-32,116,1024,832
0,104,235,1024,833
1,1166,1025,1024,834
1,1166,1025,1024,835
0,-264,26,1024,836
0,-264,24,1024,837
0,-264,27,1024,838
0,-256,31,1024,839
0,-256,34,1024,840
0,-264,21,1024,841
0,64,182,1024,842
0,-264,26,1024,843
0,-256,36,1024,844
0,-272,15,1024,845
0,-264,25,1024,846
0,-256,39,1024,847
1,1166,1025,1024,848
0,-264,23,1024,849
0,-256,37,1024,850
0,-256,37,1024,851
1,1166,1025,1024,852
0,-256,35,1024,853
0,-264,24,1024,854
0,-264,25,1024,855
0,-256,35,1024,856
0,-248,42,1024,857
0,112,247,1024,858
0,-272,18,1024,859
1,1166,1025,1024,860
0,-264,29,1024,861
0,104,235,1024,862
0,-256,33,1024,863
0,-264,23,1024,864
0,-272,15,1024,865
0,-256,31,1024,866
0,-248,46,1024,867
0,-264,28,1024,868
0,-72,67,1024,869
0,-256,36,1024,870
0,-272,14,1024,871
0,-256,37,1024,872
0,-264,21,1024,873
0,72,193,1024,874
0,40,152,1024,875
0,-16,138,1024,876
0,-80,55,1024,877
0,-96,40,1024,878
0,72,195,1024,879
0,-16,137,1024,880
0,-264,26,1024,881
0,-248,46,1024,882
0,-264,27,1024,883
1,1166,1025,1024,884
0,-8,148,1024,885
0,-40,110,1024,886
0,56,170,1024,887
0,-240,54,1024,888
0,-264,29,1024,889
0,-256,35,1024,890
0,-264,23,1024,891
1,1166,1025,1024,892
0,-40,103,1024,893
0,-256,31,1024,894
0,-272,14,1024,895
0,-80,51,1024,896
1,1166,1025,1024,897
1,1166,1025,1024,898
0,64,185,1024,899
0,80,207,1024,900
0,-264,28,1024,901
0,-256,35,1024,902
0,-272,17,1024,903
0,-256,36,1024,904
0,-264,20,1024,905
1,1166,1025,1024,906
0,64,190,1024,907
0,-248,43,1024,908
0,112,241,1024,909
0,-272,16,1024,910
0,-16,135,1024,911
0,-264,27,1024,912
0,-264,20,1024,913
0,-272,15,1024,914
0,-16,135,1024,915
0,56,179,1024,916
1,1166,1025,1024,917
0,-264,24,1024,918
0,-8,147,1024,919
0,-264,26,1024,920
1,1166,1025,1024,921
0,-264,23,1024,922
0,-256,31,1024,923
0,48,166,1024,924
0,-256,31,1024,925
1,1166,1025,1024,926
0,-256,32,1024,927
0,-48,92,1024,928
0,-104,28,1024,929
0,-256,33,1024,930
0,-264,28,1024,931
0,-264,27,1024,932
1,1166,1025,1024,933
0,-264,25,1024,934
0,-264,28,1024,935
0,-264,25,1024,936
0,-264,21,1024,937
0,-272,15,1024,938
0,-256,36,1024,939
0,96,227,1024,940
1,1166,1025,1024,941
1,1166,1025,1024,942
1,1166,1025,1024,943
0,-256,38,1024,944
0,-264,26,1024,945
0,-272,19,1024,946
0,-88,48,1024,947
0,-264,28,1024,948
1,1166,1025,1024,949
0,-264,29,1024,950
0,-264,23,1024,951
0,-272,18,1024,952
0,-8,143,1024,953
1,1166,1025,1024,954
1,1166,1025,1024,955
0,48,162,1024,956
0,-256,30,1024,957
0,-248,41,1024,958
1,1166,1025,1024,959
0,80,207,1024,960
0,-256,32,1024,961
0,-96,31,1024,962
0,-264,24,1024,963
0,128,262,1024,964
0,-256,32,1024,965
1,1166,1025,1024,966
0,-256,36,1024,967
0,-256,39,1024,968
1,1166,1025,1024,969
0,-40,104,1024,970
0,-256,31,1024,971
1,1166,1025,1024,972
0,64,186,1024,973
1,1166,1025,1024,974
0,56,173,1024,975
0,-264,26,1024,976
0,-264,29,1024,977
0,-24,129,1024,978
0,-64,73,1024,979
0,-256,32,1024,980
0,-256,30,1024,981
0,-272,19,1024,982
0,-24,127,1024,983
0,-264,24,1024,984
1,1166,1025,1024,985
0,104,235,1024,986
0,-264,26,1024,987
0,-272,17,1024,988
1,1166,1025,1024,989
0,-104,25,1024,990
1,1166,1025,1024,991
0,-264,26,1024,992
0,-256,30,1024,993
0,88,213,1024,994
0,-96,40,1024,995
0,-256,33,1024,996
0,-24,129,1024,997
0,-256,30,1024,998
0,-248,40,1024,999
0,-272,17,1024,1000
