star_1_x_pos,star_1_y_pos,star_1_m,planet_1_m,length,height
913,743,146,13,2000,1142.857142857143
1418,603,147,14,2000,1142.857142857143
1342,744,128,15,2000,1142.857142857143
857,562,131,15,2000,1142.857142857143
1259,371,146,14,2000,1142.857142857143
1587,743,142,18,2000,1142.857142857143
974,437,136,17,2000,1142.857142857143
978,592,143,19,2000,1142.857142857143
775,430,143,19,2000,1142.857142857143
543,637,146,17,2000,1142.857142857143
931,657,128,19,2000,1142.857142857143
1419,397,145,13,2000,1142.857142857143
409,604,139,14,2000,1142.857142857143
778,498,129,19,2000,1142.857142857143
1185,606,132,15,2000,1142.857142857143
562,569,134,15,2000,1142.857142857143
273,476,148,16,2000,1142.857142857143
1532,591,131,18,2000,1142.857142857143
276,513,137,17,2000,1142.857142857143
1645,561,129,19,2000,1142.857142857143
1426,566,140,17,2000,1142.857142857143
1252,415,148,19,2000,1142.857142857143
1092,576,126,17,2000,1142.857142857143
1073,450,132,15,2000,1142.857142857143
608,663,148,15,2000,1142.857142857143
1578,461,145,15,2000,1142.857142857143
731,608,130,17,2000,1142.857142857143
443,637,126,13,2000,1142.857142857143
587,721,149,18,2000,1142.857142857143
502,744,134,17,2000,1142.857142857143
475,440,144,16,2000,1142.857142857143
1420,773,141,14,2000,1142.857142857143
1316,547,141,16,2000,1142.857142857143
568,791,140,15,2000,1142.857142857143
745,646,129,13,2000,1142.857142857143
457,451,130,13,2000,1142.857142857143
815,478,134,18,2000,1142.857142857143
1168,644,132,17,2000,1142.857142857143
1406,786,146,15,2000,1142.857142857143
608,576,142,14,2000,1142.857142857143
1138,550,142,13,2000,1142.857142857143
1144,548,131,15,2000,1142.857142857143
1063,399,128,19,2000,1142.857142857143
1423,444,127,17,2000,1142.857142857143
1270,704,131,19,2000,1142.857142857143
875,415,129,17,2000,1142.857142857143
597,386,145,13,2000,1142.857142857143
1026,394,132,16,2000,1142.857142857143
481,501,126,14,2000,1142.857142857143
1271,368,149,16,2000,1142.857142857143
621,431,128,19,2000,1142.857142857143
360,363,137,14,2000,1142.857142857143
687,762,147,14,2000,1142.857142857143
748,620,134,13,2000,1142.857142857143
1350,658,132,13,2000,1142.857142857143
1435,521,149,17,2000,1142.857142857143
783,481,130,19,2000,1142.857142857143
1387,609,148,19,2000,1142.857142857143
1162,406,139,13,2000,1142.857142857143
1552,530,136,19,2000,1142.857142857143
277,476,139,18,2000,1142.857142857143
1247,409,148,19,2000,1142.857142857143
567,751,148,13,2000,1142.857142857143
1107,626,137,13,2000,1142.857142857143
390,688,129,16,2000,1142.857142857143
571,702,130,13,2000,1142.857142857143
1647,537,134,14,2000,1142.857142857143
1171,560,139,15,2000,1142.857142857143
718,787,133,14,2000,1142.857142857143
1448,415,128,19,2000,1142.857142857143
448,770,148,18,2000,1142.857142857143
290,374,131,18,2000,1142.857142857143
1333,600,126,16,2000,1142.857142857143
1558,516,130,16,2000,1142.857142857143
270,402,143,17,2000,1142.857142857143
472,693,145,14,2000,1142.857142857143
585,406,134,19,2000,1142.857142857143
1003,608,143,16,2000,1142.857142857143
1748,438,148,19,2000,1142.857142857143
429,507,137,17,2000,1142.857142857143
1503,437,139,13,2000,1142.857142857143
1230,703,147,15,2000,1142.857142857143
690,372,129,13,2000,1142.857142857143
641,537,135,17,2000,1142.857142857143
1395,539,130,14,2000,1142.857142857143
1723,573,137,19,2000,1142.857142857143
1699,609,133,19,2000,1142.857142857143
1137,774,135,13,2000,1142.857142857143
1249,510,140,14,2000,1142.857142857143
756,506,149,18,2000,1142.857142857143
1092,706,147,19,2000,1142.857142857143
1626,615,143,14,2000,1142.857142857143
478,657,131,15,2000,1142.857142857143
1060,441,146,16,2000,1142.857142857143
1605,449,131,19,2000,1142.857142857143
771,403,142,15,2000,1142.857142857143
1742,378,144,19,2000,1142.857142857143
251,559,134,13,2000,1142.857142857143
1547,740,133,19,2000,1142.857142857143
396,685,133,17,2000,1142.857142857143
1535,490,149,18,2000,1142.857142857143
1461,740,142,19,2000,1142.857142857143
992,724,131,18,2000,1142.857142857143
934,680,144,14,2000,1142.857142857143
1356,443,133,17,2000,1142.857142857143
261,669,140,13,2000,1142.857142857143
964,363,140,16,2000,1142.857142857143
603,351,144,16,2000,1142.857142857143
969,546,140,14,2000,1142.857142857143
793,704,143,16,2000,1142.857142857143
1364,437,140,19,2000,1142.857142857143
344,730,130,16,2000,1142.857142857143
1554,568,149,15,2000,1142.857142857143
1453,613,134,19,2000,1142.857142857143
1615,435,135,19,2000,1142.857142857143
983,740,145,17,2000,1142.857142857143
1712,616,133,13,2000,1142.857142857143
1261,585,141,15,2000,1142.857142857143
562,778,145,15,2000,1142.857142857143
998,754,130,13,2000,1142.857142857143
1212,351,145,17,2000,1142.857142857143
493,695,137,17,2000,1142.857142857143
1390,610,140,16,2000,1142.857142857143
250,573,132,16,2000,1142.857142857143
1193,625,149,13,2000,1142.857142857143
1185,571,130,16,2000,1142.857142857143
1427,525,146,18,2000,1142.857142857143
1052,622,144,18,2000,1142.857142857143
1318,392,135,18,2000,1142.857142857143
989,483,149,17,2000,1142.857142857143
544,635,127,18,2000,1142.857142857143
989,543,136,15,2000,1142.857142857143
962,765,144,15,2000,1142.857142857143
489,358,133,15,2000,1142.857142857143
1359,479,136,15,2000,1142.857142857143
1268,531,143,16,2000,1142.857142857143
1398,763,131,17,2000,1142.857142857143
408,435,134,17,2000,1142.857142857143
644,783,140,17,2000,1142.857142857143
1552,672,142,13,2000,1142.857142857143
1129,377,126,18,2000,1142.857142857143
747,626,149,17,2000,1142.857142857143
328,773,130,16,2000,1142.857142857143
607,421,140,19,2000,1142.857142857143
629,713,130,17,2000,1142.857142857143
1013,528,132,15,2000,1142.857142857143
307,535,139,17,2000,1142.857142857143
1529,371,141,16,2000,1142.857142857143
809,496,136,13,2000,1142.857142857143
1492,622,145,15,2000,1142.857142857143
259,521,132,17,2000,1142.857142857143
1744,696,147,18,2000,1142.857142857143
1530,707,139,13,2000,1142.857142857143
724,472,140,15,2000,1142.857142857143
933,656,146,13,2000,1142.857142857143
306,542,148,15,2000,1142.857142857143
1442,762,145,18,2000,1142.857142857143
1014,561,139,13,2000,1142.857142857143
1320,523,134,13,2000,1142.857142857143
599,633,138,13,2000,1142.857142857143
1435,562,134,18,2000,1142.857142857143
1526,772,148,14,2000,1142.857142857143
383,709,147,15,2000,1142.857142857143
774,492,127,13,2000,1142.857142857143
881,757,133,13,2000,1142.857142857143
1296,454,136,18,2000,1142.857142857143
1499,611,142,19,2000,1142.857142857143
623,766,130,14,2000,1142.857142857143
1486,429,131,18,2000,1142.857142857143
514,686,134,13,2000,1142.857142857143
549,439,138,13,2000,1142.857142857143
1024,632,126,18,2000,1142.857142857143
319,624,128,14,2000,1142.857142857143
714,754,148,17,2000,1142.857142857143
840,432,143,13,2000,1142.857142857143
708,670,148,18,2000,1142.857142857143
573,735,148,14,2000,1142.857142857143
725,712,136,15,2000,1142.857142857143
484,705,129,18,2000,1142.857142857143
1109,533,136,14,2000,1142.857142857143
902,673,140,15,2000,1142.857142857143
479,711,142,15,2000,1142.857142857143
694,568,130,19,2000,1142.857142857143
1651,353,148,15,2000,1142.857142857143
1652,379,126,18,2000,1142.857142857143
1218,573,139,15,2000,1142.857142857143
967,518,141,19,2000,1142.857142857143
1538,761,142,19,2000,1142.857142857143
627,706,128,16,2000,1142.857142857143
594,483,129,16,2000,1142.857142857143
748,723,142,13,2000,1142.857142857143
975,454,128,19,2000,1142.857142857143
1002,508,130,18,2000,1142.857142857143
559,362,127,14,2000,1142.857142857143
901,409,146,19,2000,1142.857142857143
989,669,132,13,2000,1142.857142857143
461,741,141,19,2000,1142.857142857143
369,368,137,13,2000,1142.857142857143
526,480,131,14,2000,1142.857142857143
1581,612,128,17,2000,1142.857142857143
539,582,133,15,2000,1142.857142857143
929,728,148,16,2000,1142.857142857143
941,791,147,17,2000,1142.857142857143
1225,768,127,15,2000,1142.857142857143
1643,747,139,18,2000,1142.857142857143
1297,588,138,18,2000,1142.857142857143
447,559,127,15,2000,1142.857142857143
1143,419,134,15,2000,1142.857142857143
1352,361,126,15,2000,1142.857142857143
573,782,135,18,2000,1142.857142857143
1544,504,140,13,2000,1142.857142857143
1010,562,129,13,2000,1142.857142857143
961,788,138,14,2000,1142.857142857143
791,464,139,14,2000,1142.857142857143
549,667,129,13,2000,1142.857142857143
450,715,130,14,2000,1142.857142857143
1469,692,137,17,2000,1142.857142857143
747,410,140,18,2000,1142.857142857143
1310,631,130,18,2000,1142.857142857143
898,432,135,16,2000,1142.857142857143
282,699,127,18,2000,1142.857142857143
1292,679,137,13,2000,1142.857142857143
1588,680,145,15,2000,1142.857142857143
1746,780,135,17,2000,1142.857142857143
1311,514,131,16,2000,1142.857142857143
1538,558,138,13,2000,1142.857142857143
444,788,137,15,2000,1142.857142857143
1369,460,142,17,2000,1142.857142857143
1095,652,134,16,2000,1142.857142857143
476,494,133,13,2000,1142.857142857143
1526,504,135,14,2000,1142.857142857143
1020,747,126,15,2000,1142.857142857143
452,461,145,16,2000,1142.857142857143
602,523,128,18,2000,1142.857142857143
749,779,145,14,2000,1142.857142857143
1011,599,136,18,2000,1142.857142857143
1414,465,137,19,2000,1142.857142857143
1159,386,134,13,2000,1142.857142857143
759,429,136,14,2000,1142.857142857143
959,637,138,15,2000,1142.857142857143
1271,523,145,18,2000,1142.857142857143
1749,667,138,19,2000,1142.857142857143
1377,760,140,18,2000,1142.857142857143
1407,705,126,19,2000,1142.857142857143
1682,542,146,14,2000,1142.857142857143
724,590,147,15,2000,1142.857142857143
1135,784,145,16,2000,1142.857142857143
324,632,128,13,2000,1142.857142857143
1384,414,140,14,2000,1142.857142857143
545,516,135,18,2000,1142.857142857143
1198,571,131,19,2000,1142.857142857143
847,545,141,18,2000,1142.857142857143
1240,405,132,17,2000,1142.857142857143
1420,379,145,14,2000,1142.857142857143
1306,696,136,18,2000,1142.857142857143
692,771,133,17,2000,1142.857142857143
1367,419,140,13,2000,1142.857142857143
1043,464,140,17,2000,1142.857142857143
1244,792,136,14,2000,1142.857142857143
989,727,127,17,2000,1142.857142857143
1446,591,135,19,2000,1142.857142857143
1656,602,146,18,2000,1142.857142857143
1722,664,127,14,2000,1142.857142857143
521,705,131,17,2000,1142.857142857143
568,450,139,15,2000,1142.857142857143
347,628,145,19,2000,1142.857142857143
1124,695,132,13,2000,1142.857142857143
1007,712,126,15,2000,1142.857142857143
645,587,135,18,2000,1142.857142857143
459,719,148,19,2000,1142.857142857143
323,528,146,14,2000,1142.857142857143
563,783,129,17,2000,1142.857142857143
758,675,147,16,2000,1142.857142857143
814,726,139,17,2000,1142.857142857143
1652,515,138,13,2000,1142.857142857143
779,719,149,13,2000,1142.857142857143
457,570,144,14,2000,1142.857142857143
1013,605,142,19,2000,1142.857142857143
823,406,141,13,2000,1142.857142857143
1498,491,129,16,2000,1142.857142857143
562,469,137,16,2000,1142.857142857143
748,472,133,19,2000,1142.857142857143
1260,579,135,18,2000,1142.857142857143
1304,608,138,17,2000,1142.857142857143
569,594,138,13,2000,1142.857142857143
1416,372,136,13,2000,1142.857142857143
362,695,148,13,2000,1142.857142857143
1701,746,144,17,2000,1142.857142857143
776,432,131,18,2000,1142.857142857143
930,411,138,15,2000,1142.857142857143
921,790,140,15,2000,1142.857142857143
1709,591,126,18,2000,1142.857142857143
1547,510,126,15,2000,1142.857142857143
1544,554,133,13,2000,1142.857142857143
380,551,145,13,2000,1142.857142857143
635,422,146,17,2000,1142.857142857143
1091,397,142,16,2000,1142.857142857143
1675,664,148,18,2000,1142.857142857143
713,405,146,13,2000,1142.857142857143
405,698,135,17,2000,1142.857142857143
539,470,131,13,2000,1142.857142857143
1487,663,127,16,2000,1142.857142857143
658,578,141,19,2000,1142.857142857143
1549,462,146,18,2000,1142.857142857143
1231,609,140,16,2000,1142.857142857143
1240,755,144,13,2000,1142.857142857143
713,676,149,13,2000,1142.857142857143
434,418,133,16,2000,1142.857142857143
698,738,141,19,2000,1142.857142857143
871,724,128,19,2000,1142.857142857143
508,481,127,19,2000,1142.857142857143
311,425,144,17,2000,1142.857142857143
1682,357,133,19,2000,1142.857142857143
861,786,149,15,2000,1142.857142857143
684,559,130,18,2000,1142.857142857143
1706,470,144,15,2000,1142.857142857143
884,467,135,14,2000,1142.857142857143
1733,581,129,19,2000,1142.857142857143
641,576,131,16,2000,1142.857142857143
1296,449,147,18,2000,1142.857142857143
594,527,148,14,2000,1142.857142857143
409,686,141,17,2000,1142.857142857143
1727,362,131,15,2000,1142.857142857143
1338,421,131,15,2000,1142.857142857143
1373,514,149,17,2000,1142.857142857143
376,605,139,16,2000,1142.857142857143
321,460,139,16,2000,1142.857142857143
342,585,129,15,2000,1142.857142857143
670,376,128,15,2000,1142.857142857143
944,748,126,17,2000,1142.857142857143
534,668,135,15,2000,1142.857142857143
1726,554,127,15,2000,1142.857142857143
1670,676,147,14,2000,1142.857142857143
288,388,126,16,2000,1142.857142857143
580,588,145,14,2000,1142.857142857143
1202,624,144,18,2000,1142.857142857143
1270,728,144,19,2000,1142.857142857143
1626,716,127,18,2000,1142.857142857143
975,355,127,17,2000,1142.857142857143
1293,779,135,13,2000,1142.857142857143
1371,441,130,15,2000,1142.857142857143
1504,447,136,16,2000,1142.857142857143
556,780,149,14,2000,1142.857142857143
1130,577,136,16,2000,1142.857142857143
1276,652,140,19,2000,1142.857142857143
327,731,139,14,2000,1142.857142857143
832,687,146,18,2000,1142.857142857143
1658,692,128,15,2000,1142.857142857143
1115,573,146,19,2000,1142.857142857143
1013,386,144,15,2000,1142.857142857143
1199,425,134,15,2000,1142.857142857143
522,456,149,14,2000,1142.857142857143
788,569,143,16,2000,1142.857142857143
696,758,127,19,2000,1142.857142857143
1557,661,149,13,2000,1142.857142857143
1733,455,132,15,2000,1142.857142857143
843,427,149,18,2000,1142.857142857143
1272,695,137,16,2000,1142.857142857143
1652,380,142,15,2000,1142.857142857143
1442,604,141,17,2000,1142.857142857143
308,564,132,15,2000,1142.857142857143
400,775,141,19,2000,1142.857142857143
1490,708,142,15,2000,1142.857142857143
1234,683,139,19,2000,1142.857142857143
256,778,148,19,2000,1142.857142857143
831,481,148,15,2000,1142.857142857143
1567,353,146,19,2000,1142.857142857143
1491,566,148,19,2000,1142.857142857143
857,743,130,14,2000,1142.857142857143
1351,633,147,18,2000,1142.857142857143
1302,499,126,16,2000,1142.857142857143
1214,389,143,17,2000,1142.857142857143
1016,562,140,19,2000,1142.857142857143
1537,654,137,14,2000,1142.857142857143
1413,776,128,14,2000,1142.857142857143
501,463,142,19,2000,1142.857142857143
280,701,140,16,2000,1142.857142857143
822,449,135,14,2000,1142.857142857143
1087,515,144,18,2000,1142.857142857143
1633,400,139,16,2000,1142.857142857143
911,460,134,14,2000,1142.857142857143
1568,609,143,13,2000,1142.857142857143
1670,359,136,16,2000,1142.857142857143
822,388,138,14,2000,1142.857142857143
457,571,144,15,2000,1142.857142857143
599,457,145,13,2000,1142.857142857143
1436,415,136,18,2000,1142.857142857143
1407,617,140,19,2000,1142.857142857143
1606,668,126,13,2000,1142.857142857143
1190,520,139,19,2000,1142.857142857143
1469,378,144,19,2000,1142.857142857143
477,602,139,19,2000,1142.857142857143
1456,454,147,14,2000,1142.857142857143
1221,547,127,18,2000,1142.857142857143
1215,386,131,17,2000,1142.857142857143
255,587,149,17,2000,1142.857142857143
1420,472,136,17,2000,1142.857142857143
461,532,142,19,2000,1142.857142857143
1482,465,142,19,2000,1142.857142857143
586,492,149,18,2000,1142.857142857143
695,366,131,15,2000,1142.857142857143
1361,467,131,17,2000,1142.857142857143
503,649,149,14,2000,1142.857142857143
845,438,136,14,2000,1142.857142857143
578,538,143,13,2000,1142.857142857143
555,573,144,15,2000,1142.857142857143
300,645,127,14,2000,1142.857142857143
1556,658,126,18,2000,1142.857142857143
1611,748,128,13,2000,1142.857142857143
515,616,128,13,2000,1142.857142857143
724,536,146,14,2000,1142.857142857143
981,631,144,16,2000,1142.857142857143
1162,577,128,15,2000,1142.857142857143
922,733,143,18,2000,1142.857142857143
1600,542,133,16,2000,1142.857142857143
1279,694,135,19,2000,1142.857142857143
1188,721,127,14,2000,1142.857142857143
1239,454,131,18,2000,1142.857142857143
1417,431,147,14,2000,1142.857142857143
590,464,139,19,2000,1142.857142857143
646,770,149,17,2000,1142.857142857143
1517,624,144,14,2000,1142.857142857143
1216,645,142,15,2000,1142.857142857143
730,569,130,18,2000,1142.857142857143
1119,422,148,17,2000,1142.857142857143
641,395,144,14,2000,1142.857142857143
1744,606,135,16,2000,1142.857142857143
1524,772,130,13,2000,1142.857142857143
1452,536,142,13,2000,1142.857142857143
353,564,146,16,2000,1142.857142857143
1189,414,148,13,2000,1142.857142857143
988,394,149,16,2000,1142.857142857143
1044,580,139,18,2000,1142.857142857143
527,760,139,19,2000,1142.857142857143
823,676,138,14,2000,1142.857142857143
1485,500,141,18,2000,1142.857142857143
371,698,133,13,2000,1142.857142857143
1156,425,136,18,2000,1142.857142857143
1123,613,144,16,2000,1142.857142857143
1002,420,142,13,2000,1142.857142857143
1361,628,142,13,2000,1142.857142857143
1509,622,137,14,2000,1142.857142857143
1170,651,146,17,2000,1142.857142857143
1662,536,144,16,2000,1142.857142857143
324,634,137,14,2000,1142.857142857143
1741,715,137,18,2000,1142.857142857143
1535,741,128,13,2000,1142.857142857143
713,609,128,16,2000,1142.857142857143
1666,474,142,14,2000,1142.857142857143
1559,675,127,13,2000,1142.857142857143
377,364,136,13,2000,1142.857142857143
1420,715,144,15,2000,1142.857142857143
389,580,139,17,2000,1142.857142857143
1380,476,145,13,2000,1142.857142857143
355,752,138,13,2000,1142.857142857143
287,728,130,18,2000,1142.857142857143
838,593,130,14,2000,1142.857142857143
659,707,130,17,2000,1142.857142857143
1322,769,147,14,2000,1142.857142857143
1630,655,142,19,2000,1142.857142857143
1726,783,136,16,2000,1142.857142857143
1301,359,128,19,2000,1142.857142857143
1574,750,129,18,2000,1142.857142857143
643,703,143,16,2000,1142.857142857143
1305,617,131,18,2000,1142.857142857143
1728,781,141,15,2000,1142.857142857143
394,659,130,14,2000,1142.857142857143
448,646,142,17,2000,1142.857142857143
851,457,128,13,2000,1142.857142857143
970,604,140,19,2000,1142.857142857143
1105,673,146,14,2000,1142.857142857143
1727,429,142,13,2000,1142.857142857143
1674,442,133,13,2000,1142.857142857143
1599,530,139,17,2000,1142.857142857143
1252,564,131,15,2000,1142.857142857143
469,693,147,16,2000,1142.857142857143
427,533,134,17,2000,1142.857142857143
1019,380,146,17,2000,1142.857142857143
1326,600,126,14,2000,1142.857142857143
344,382,145,13,2000,1142.857142857143
1657,394,132,19,2000,1142.857142857143
862,716,126,16,2000,1142.857142857143
308,405,130,15,2000,1142.857142857143
426,568,135,19,2000,1142.857142857143
1063,455,140,13,2000,1142.857142857143
560,491,127,13,2000,1142.857142857143
1735,573,126,15,2000,1142.857142857143
1383,361,128,19,2000,1142.857142857143
1523,611,141,18,2000,1142.857142857143
890,562,138,14,2000,1142.857142857143
899,369,134,13,2000,1142.857142857143
924,558,145,18,2000,1142.857142857143
526,611,127,14,2000,1142.857142857143
793,360,140,16,2000,1142.857142857143
1316,776,130,19,2000,1142.857142857143
1508,421,128,18,2000,1142.857142857143
852,609,136,14,2000,1142.857142857143
1704,606,139,19,2000,1142.857142857143
1737,624,137,15,2000,1142.857142857143
789,461,135,16,2000,1142.857142857143
448,580,141,17,2000,1142.857142857143
416,727,134,15,2000,1142.857142857143
1734,528,132,13,2000,1142.857142857143
1413,421,145,14,2000,1142.857142857143
315,587,142,14,2000,1142.857142857143
663,473,134,15,2000,1142.857142857143
1375,432,126,16,2000,1142.857142857143
418,679,126,19,2000,1142.857142857143
1529,541,129,16,2000,1142.857142857143
733,391,147,17,2000,1142.857142857143
851,614,144,13,2000,1142.857142857143
724,596,144,19,2000,1142.857142857143
955,571,127,16,2000,1142.857142857143
440,748,147,18,2000,1142.857142857143
522,609,147,14,2000,1142.857142857143
322,615,136,16,2000,1142.857142857143
513,652,139,15,2000,1142.857142857143
735,483,148,16,2000,1142.857142857143
1188,757,143,17,2000,1142.857142857143
1249,605,135,13,2000,1142.857142857143
598,752,147,15,2000,1142.857142857143
1095,614,129,18,2000,1142.857142857143
430,420,148,18,2000,1142.857142857143
1169,437,136,14,2000,1142.857142857143
818,443,145,18,2000,1142.857142857143
1330,499,126,17,2000,1142.857142857143
1693,709,138,13,2000,1142.857142857143
538,559,134,13,2000,1142.857142857143
1664,407,137,13,2000,1142.857142857143
903,626,133,18,2000,1142.857142857143
1055,395,145,17,2000,1142.857142857143
1176,680,137,17,2000,1142.857142857143
1031,495,127,14,2000,1142.857142857143
274,713,133,13,2000,1142.857142857143
377,590,130,15,2000,1142.857142857143
547,401,140,15,2000,1142.857142857143
1491,573,144,18,2000,1142.857142857143
932,735,126,13,2000,1142.857142857143
1502,542,142,16,2000,1142.857142857143
1549,786,134,13,2000,1142.857142857143
460,574,148,15,2000,1142.857142857143
1704,737,129,18,2000,1142.857142857143
1275,719,146,19,2000,1142.857142857143
625,483,137,19,2000,1142.857142857143
865,620,140,15,2000,1142.857142857143
1331,377,136,19,2000,1142.857142857143
453,452,146,15,2000,1142.857142857143
1164,688,146,18,2000,1142.857142857143
1589,712,147,13,2000,1142.857142857143
1679,767,142,16,2000,1142.857142857143
1713,646,145,16,2000,1142.857142857143
1573,677,138,16,2000,1142.857142857143
626,737,128,15,2000,1142.857142857143
1064,498,133,17,2000,1142.857142857143
522,581,145,14,2000,1142.857142857143
1409,672,133,19,2000,1142.857142857143
318,646,130,14,2000,1142.857142857143
1464,731,149,19,2000,1142.857142857143
1401,589,138,17,2000,1142.857142857143
1041,631,127,13,2000,1142.857142857143
980,575,139,19,2000,1142.857142857143
399,565,127,18,2000,1142.857142857143
1654,505,140,18,2000,1142.857142857143
429,504,126,18,2000,1142.857142857143
1053,649,148,15,2000,1142.857142857143
1137,629,147,18,2000,1142.857142857143
393,574,144,19,2000,1142.857142857143
1004,501,127,18,2000,1142.857142857143
1401,630,130,13,2000,1142.857142857143
1456,691,131,14,2000,1142.857142857143
1418,549,128,19,2000,1142.857142857143
692,763,126,19,2000,1142.857142857143
597,773,141,14,2000,1142.857142857143
1088,668,144,17,2000,1142.857142857143
626,777,149,18,2000,1142.857142857143
1687,384,139,15,2000,1142.857142857143
285,659,129,19,2000,1142.857142857143
925,742,127,17,2000,1142.857142857143
880,766,132,13,2000,1142.857142857143
1356,482,139,14,2000,1142.857142857143
781,356,148,19,2000,1142.857142857143
509,443,135,13,2000,1142.857142857143
616,713,138,16,2000,1142.857142857143
1182,612,130,17,2000,1142.857142857143
862,421,132,16,2000,1142.857142857143
1277,675,134,17,2000,1142.857142857143
855,375,146,18,2000,1142.857142857143
636,732,140,17,2000,1142.857142857143
944,606,127,18,2000,1142.857142857143
426,462,144,16,2000,1142.857142857143
1434,537,138,16,2000,1142.857142857143
300,537,134,14,2000,1142.857142857143
325,369,133,13,2000,1142.857142857143
986,750,143,15,2000,1142.857142857143
1024,386,140,14,2000,1142.857142857143
1336,479,143,18,2000,1142.857142857143
1165,433,131,15,2000,1142.857142857143
1173,526,129,19,2000,1142.857142857143
453,357,133,13,2000,1142.857142857143
1419,517,132,15,2000,1142.857142857143
1703,694,140,13,2000,1142.857142857143
1673,564,147,16,2000,1142.857142857143
729,445,144,17,2000,1142.857142857143
1516,590,136,19,2000,1142.857142857143
997,788,142,18,2000,1142.857142857143
1017,554,140,17,2000,1142.857142857143
1121,791,145,17,2000,1142.857142857143
280,420,132,16,2000,1142.857142857143
1568,438,138,18,2000,1142.857142857143
1355,468,147,13,2000,1142.857142857143
340,595,144,19,2000,1142.857142857143
345,554,139,13,2000,1142.857142857143
876,442,145,16,2000,1142.857142857143
250,385,146,17,2000,1142.857142857143
1498,399,141,16,2000,1142.857142857143
1164,655,132,14,2000,1142.857142857143
1025,704,140,17,2000,1142.857142857143
1337,746,144,19,2000,1142.857142857143
347,470,126,15,2000,1142.857142857143
932,753,142,14,2000,1142.857142857143
714,382,134,15,2000,1142.857142857143
933,541,128,18,2000,1142.857142857143
844,467,143,15,2000,1142.857142857143
1420,457,127,15,2000,1142.857142857143
1536,618,130,15,2000,1142.857142857143
1294,790,144,14,2000,1142.857142857143
1570,789,140,15,2000,1142.857142857143
340,718,143,15,2000,1142.857142857143
957,562,140,19,2000,1142.857142857143
413,499,149,13,2000,1142.857142857143
603,394,136,16,2000,1142.857142857143
1287,405,138,14,2000,1142.857142857143
792,640,148,13,2000,1142.857142857143
1180,740,144,13,2000,1142.857142857143
957,694,146,16,2000,1142.857142857143
290,470,129,13,2000,1142.857142857143
554,781,136,15,2000,1142.857142857143
767,682,131,13,2000,1142.857142857143
1383,630,133,13,2000,1142.857142857143
1359,580,138,16,2000,1142.857142857143
1389,709,131,19,2000,1142.857142857143
932,636,148,17,2000,1142.857142857143
1002,571,130,17,2000,1142.857142857143
1709,415,134,15,2000,1142.857142857143
1501,530,142,16,2000,1142.857142857143
1398,533,137,19,2000,1142.857142857143
1595,690,136,16,2000,1142.857142857143
1476,376,148,16,2000,1142.857142857143
1037,590,143,13,2000,1142.857142857143
1161,777,130,18,2000,1142.857142857143
1594,691,132,13,2000,1142.857142857143
889,785,144,13,2000,1142.857142857143
1688,483,144,17,2000,1142.857142857143
678,587,136,18,2000,1142.857142857143
753,592,129,13,2000,1142.857142857143
679,521,134,15,2000,1142.857142857143
938,690,139,19,2000,1142.857142857143
410,363,142,18,2000,1142.857142857143
338,384,131,13,2000,1142.857142857143
445,535,128,17,2000,1142.857142857143
823,431,129,16,2000,1142.857142857143
637,624,148,16,2000,1142.857142857143
1071,783,136,17,2000,1142.857142857143
1029,367,149,19,2000,1142.857142857143
