star_1_x_pos,star_1_y_pos,star_1_m,planet_1_m,length,height
279,475,119,14,2000,1142.857142857143
955,476,113,8,2000,1142.857142857143
1725,386,133,10,2000,1142.857142857143
1285,513,130,12,2000,1142.857142857143
802,590,142,6,2000,1142.857142857143
1281,781,139,17,2000,1142.857142857143
776,775,141,10,2000,1142.857142857143
1246,686,109,9,2000,1142.857142857143
422,712,133,7,2000,1142.857142857143
754,772,108,14,2000,1142.857142857143
962,468,103,15,2000,1142.857142857143
320,430,104,15,2000,1142.857142857143
1051,770,116,10,2000,1142.857142857143
279,559,129,17,2000,1142.857142857143
815,428,149,5,2000,1142.857142857143
686,507,126,19,2000,1142.857142857143
869,695,149,10,2000,1142.857142857143
1377,708,133,18,2000,1142.857142857143
1251,367,115,19,2000,1142.857142857143
311,759,135,17,2000,1142.857142857143
1438,674,125,9,2000,1142.857142857143
654,509,130,6,2000,1142.857142857143
897,709,115,15,2000,1142.857142857143
816,425,117,5,2000,1142.857142857143
1048,565,105,12,2000,1142.857142857143
504,486,114,10,2000,1142.857142857143
703,431,111,7,2000,1142.857142857143
1511,550,107,10,2000,1142.857142857143
1147,569,135,5,2000,1142.857142857143
1243,365,135,14,2000,1142.857142857143
1109,786,139,18,2000,1142.857142857143
1531,392,120,14,2000,1142.857142857143
250,431,136,16,2000,1142.857142857143
1565,618,131,11,2000,1142.857142857143
911,410,100,10,2000,1142.857142857143
850,570,114,7,2000,1142.857142857143
789,740,111,7,2000,1142.857142857143
1222,665,145,15,2000,1142.857142857143
955,635,121,10,2000,1142.857142857143
981,757,124,7,2000,1142.857142857143
1196,516,113,7,2000,1142.857142857143
1229,405,102,15,2000,1142.857142857143
765,642,122,9,2000,1142.857142857143
1430,687,113,12,2000,1142.857142857143
409,386,134,12,2000,1142.857142857143
773,600,143,10,2000,1142.857142857143
489,785,109,7,2000,1142.857142857143
1678,738,128,10,2000,1142.857142857143
1013,409,104,15,2000,1142.857142857143
267,597,124,5,2000,1142.857142857143
263,476,133,7,2000,1142.857142857143
1480,567,135,15,2000,1142.857142857143
1642,735,124,5,2000,1142.857142857143
1652,733,100,19,2000,1142.857142857143
428,616,122,7,2000,1142.857142857143
661,584,118,6,2000,1142.857142857143
1609,567,128,19,2000,1142.857142857143
756,654,136,16,2000,1142.857142857143
850,714,137,11,2000,1142.857142857143
929,437,103,19,2000,1142.857142857143
622,583,100,6,2000,1142.857142857143
1737,701,133,8,2000,1142.857142857143
298,552,119,19,2000,1142.857142857143
497,365,138,8,2000,1142.857142857143
1095,611,121,18,2000,1142.857142857143
946,766,123,6,2000,1142.857142857143
1127,681,106,9,2000,1142.857142857143
356,424,135,16,2000,1142.857142857143
1647,543,120,17,2000,1142.857142857143
1058,563,147,15,2000,1142.857142857143
1559,463,107,7,2000,1142.857142857143
413,694,114,18,2000,1142.857142857143
1089,717,120,17,2000,1142.857142857143
903,641,109,16,2000,1142.857142857143
1556,395,100,8,2000,1142.857142857143
1337,421,116,13,2000,1142.857142857143
1258,537,125,14,2000,1142.857142857143
1350,578,106,7,2000,1142.857142857143
631,526,134,9,2000,1142.857142857143
378,367,127,17,2000,1142.857142857143
1590,583,104,12,2000,1142.857142857143
875,657,104,10,2000,1142.857142857143
1288,458,115,5,2000,1142.857142857143
1679,386,116,18,2000,1142.857142857143
947,418,127,5,2000,1142.857142857143
1290,658,121,7,2000,1142.857142857143
941,377,121,14,2000,1142.857142857143
700,603,144,12,2000,1142.857142857143
873,623,141,13,2000,1142.857142857143
394,700,126,12,2000,1142.857142857143
378,683,133,9,2000,1142.857142857143
433,367,137,15,2000,1142.857142857143
1003,422,145,17,2000,1142.857142857143
1412,620,126,11,2000,1142.857142857143
1243,388,144,18,2000,1142.857142857143
1450,678,126,11,2000,1142.857142857143
606,688,100,8,2000,1142.857142857143
622,521,125,15,2000,1142.857142857143
1529,474,107,13,2000,1142.857142857143
1012,681,146,16,2000,1142.857142857143
1218,396,102,5,2000,1142.857142857143
1485,752,124,8,2000,1142.857142857143
528,481,116,18,2000,1142.857142857143
651,386,133,19,2000,1142.857142857143
938,689,123,6,2000,1142.857142857143
1343,670,146,11,2000,1142.857142857143
406,743,107,16,2000,1142.857142857143
460,702,100,13,2000,1142.857142857143
1375,651,115,19,2000,1142.857142857143
903,587,123,10,2000,1142.857142857143
1075,599,122,15,2000,1142.857142857143
430,782,109,11,2000,1142.857142857143
367,723,110,14,2000,1142.857142857143
714,641,123,11,2000,1142.857142857143
1358,652,137,13,2000,1142.857142857143
566,781,102,17,2000,1142.857142857143
630,592,112,14,2000,1142.857142857143
1442,403,144,10,2000,1142.857142857143
727,618,134,10,2000,1142.857142857143
459,560,106,13,2000,1142.857142857143
391,590,144,6,2000,1142.857142857143
1574,731,109,13,2000,1142.857142857143
1092,691,129,7,2000,1142.857142857143
906,447,132,17,2000,1142.857142857143
859,410,106,11,2000,1142.857142857143
333,436,132,19,2000,1142.857142857143
976,747,118,15,2000,1142.857142857143
485,589,130,11,2000,1142.857142857143
1210,510,111,14,2000,1142.857142857143
357,354,136,5,2000,1142.857142857143
613,634,138,16,2000,1142.857142857143
367,553,132,13,2000,1142.857142857143
1014,789,129,6,2000,1142.857142857143
422,479,121,11,2000,1142.857142857143
452,441,109,15,2000,1142.857142857143
749,736,112,13,2000,1142.857142857143
1052,576,133,13,2000,1142.857142857143
1177,745,104,10,2000,1142.857142857143
1383,783,121,12,2000,1142.857142857143
565,755,106,10,2000,1142.857142857143
1632,703,100,15,2000,1142.857142857143
1540,566,124,9,2000,1142.857142857143
1535,528,147,17,2000,1142.857142857143
1174,735,130,14,2000,1142.857142857143
1750,639,133,19,2000,1142.857142857143
438,770,125,16,2000,1142.857142857143
1604,642,129,16,2000,1142.857142857143
412,786,140,8,2000,1142.857142857143
703,634,143,9,2000,1142.857142857143
754,709,110,10,2000,1142.857142857143
1504,361,130,17,2000,1142.857142857143
1355,671,123,7,2000,1142.857142857143
301,788,115,8,2000,1142.857142857143
425,486,142,8,2000,1142.857142857143
521,489,136,5,2000,1142.857142857143
1402,593,116,9,2000,1142.857142857143
1176,517,104,13,2000,1142.857142857143
441,694,108,19,2000,1142.857142857143
738,713,102,18,2000,1142.857142857143
1216,627,120,14,2000,1142.857142857143
418,659,136,12,2000,1142.857142857143
564,620,115,18,2000,1142.857142857143
1414,502,146,7,2000,1142.857142857143
1145,744,129,8,2000,1142.857142857143
1101,690,124,11,2000,1142.857142857143
1519,731,143,11,2000,1142.857142857143
926,578,147,10,2000,1142.857142857143
1445,678,101,15,2000,1142.857142857143
502,412,121,13,2000,1142.857142857143
1472,659,136,13,2000,1142.857142857143
1743,499,149,17,2000,1142.857142857143
895,511,109,15,2000,1142.857142857143
982,640,111,14,2000,1142.857142857143
658,670,106,15,2000,1142.857142857143
1604,509,104,18,2000,1142.857142857143
1499,744,136,6,2000,1142.857142857143
1180,401,140,5,2000,1142.857142857143
541,531,106,16,2000,1142.857142857143
1237,427,103,8,2000,1142.857142857143
523,709,133,11,2000,1142.857142857143
1631,684,146,7,2000,1142.857142857143
1593,616,135,11,2000,1142.857142857143
387,580,121,7,2000,1142.857142857143
694,779,141,12,2000,1142.857142857143
1404,489,121,18,2000,1142.857142857143
879,646,132,18,2000,1142.857142857143
1420,703,119,6,2000,1142.857142857143
1122,675,134,7,2000,1142.857142857143
696,753,143,17,2000,1142.857142857143
1150,462,103,11,2000,1142.857142857143
1498,403,102,15,2000,1142.857142857143
1595,552,137,8,2000,1142.857142857143
1263,741,119,5,2000,1142.857142857143
1238,516,144,19,2000,1142.857142857143
320,350,145,9,2000,1142.857142857143
314,644,145,11,2000,1142.857142857143
955,526,107,7,2000,1142.857142857143
1443,573,114,8,2000,1142.857142857143
450,577,127,6,2000,1142.857142857143
1466,453,134,18,2000,1142.857142857143
1254,431,128,17,2000,1142.857142857143
1264,707,126,10,2000,1142.857142857143
440,464,121,11,2000,1142.857142857143
323,671,142,10,2000,1142.857142857143
630,587,106,12,2000,1142.857142857143
1667,756,116,15,2000,1142.857142857143
848,415,110,7,2000,1142.857142857143
1701,671,136,7,2000,1142.857142857143
308,569,115,7,2000,1142.857142857143
1374,578,135,13,2000,1142.857142857143
783,374,125,7,2000,1142.857142857143
869,393,127,5,2000,1142.857142857143
801,598,120,16,2000,1142.857142857143
1289,602,127,11,2000,1142.857142857143
1643,683,105,18,2000,1142.857142857143
1416,366,143,18,2000,1142.857142857143
1505,663,142,5,2000,1142.857142857143
828,785,139,18,2000,1142.857142857143
678,665,109,7,2000,1142.857142857143
696,549,108,6,2000,1142.857142857143
1171,790,131,16,2000,1142.857142857143
879,478,130,18,2000,1142.857142857143
268,451,123,19,2000,1142.857142857143
380,407,127,5,2000,1142.857142857143
718,664,148,15,2000,1142.857142857143
777,724,129,15,2000,1142.857142857143
1374,509,144,7,2000,1142.857142857143
540,657,126,10,2000,1142.857142857143
469,559,148,13,2000,1142.857142857143
433,620,133,7,2000,1142.857142857143
1745,753,136,8,2000,1142.857142857143
447,366,127,7,2000,1142.857142857143
692,620,137,7,2000,1142.857142857143
577,501,114,7,2000,1142.857142857143
561,379,135,9,2000,1142.857142857143
1627,777,124,6,2000,1142.857142857143
437,780,147,11,2000,1142.857142857143
533,508,110,10,2000,1142.857142857143
1536,476,142,8,2000,1142.857142857143
1577,730,142,8,2000,1142.857142857143
715,473,125,17,2000,1142.857142857143
1620,568,105,8,2000,1142.857142857143
1308,706,119,14,2000,1142.857142857143
1182,485,142,17,2000,1142.857142857143
1686,742,119,14,2000,1142.857142857143
862,474,146,7,2000,1142.857142857143
503,707,107,13,2000,1142.857142857143
1364,775,105,19,2000,1142.857142857143
875,363,122,16,2000,1142.857142857143
1442,599,125,12,2000,1142.857142857143
1564,672,116,8,2000,1142.857142857143
651,554,118,13,2000,1142.857142857143
1086,482,131,16,2000,1142.857142857143
430,548,144,8,2000,1142.857142857143
1308,729,126,6,2000,1142.857142857143
1615,485,134,12,2000,1142.857142857143
266,593,120,16,2000,1142.857142857143
1729,433,105,13,2000,1142.857142857143
1576,403,132,6,2000,1142.857142857143
703,466,132,15,2000,1142.857142857143
755,620,106,14,2000,1142.857142857143
718,647,126,16,2000,1142.857142857143
679,460,125,16,2000,1142.857142857143
1085,388,116,8,2000,1142.857142857143
1147,772,125,10,2000,1142.857142857143
1651,557,123,11,2000,1142.857142857143
1436,753,106,8,2000,1142.857142857143
1312,445,129,6,2000,1142.857142857143
1589,645,108,8,2000,1142.857142857143
1308,623,137,15,2000,1142.857142857143
1520,370,102,7,2000,1142.857142857143
970,737,145,16,2000,1142.857142857143
447,686,137,8,2000,1142.857142857143
1484,454,126,10,2000,1142.857142857143
488,371,123,5,2000,1142.857142857143
804,366,144,10,2000,1142.857142857143
749,776,118,19,2000,1142.857142857143
1336,403,144,17,2000,1142.857142857143
812,759,138,14,2000,1142.857142857143
1534,526,142,9,2000,1142.857142857143
1244,731,140,6,2000,1142.857142857143
1596,766,121,15,2000,1142.857142857143
1158,648,108,8,2000,1142.857142857143
771,574,138,11,2000,1142.857142857143
752,472,111,13,2000,1142.857142857143
999,638,148,14,2000,1142.857142857143
1696,566,106,10,2000,1142.857142857143
1366,509,135,10,2000,1142.857142857143
1015,542,129,18,2000,1142.857142857143
1637,438,147,6,2000,1142.857142857143
1419,389,144,13,2000,1142.857142857143
1254,542,110,11,2000,1142.857142857143
1357,421,111,11,2000,1142.857142857143
887,379,138,15,2000,1142.857142857143
375,366,125,17,2000,1142.857142857143
747,440,134,7,2000,1142.857142857143
571,575,101,19,2000,1142.857142857143
318,423,107,8,2000,1142.857142857143
1391,416,118,12,2000,1142.857142857143
377,681,142,5,2000,1142.857142857143
933,710,117,16,2000,1142.857142857143
1594,792,144,15,2000,1142.857142857143
415,478,103,19,2000,1142.857142857143
747,569,107,10,2000,1142.857142857143
353,686,113,9,2000,1142.857142857143
1267,791,106,7,2000,1142.857142857143
1555,772,130,11,2000,1142.857142857143
1061,545,122,17,2000,1142.857142857143
304,664,120,18,2000,1142.857142857143
664,723,143,12,2000,1142.857142857143
1443,761,111,5,2000,1142.857142857143
470,502,136,18,2000,1142.857142857143
1198,654,137,17,2000,1142.857142857143
478,744,110,18,2000,1142.857142857143
1035,597,130,16,2000,1142.857142857143
995,652,122,7,2000,1142.857142857143
1494,417,127,10,2000,1142.857142857143
620,774,120,15,2000,1142.857142857143
502,733,124,10,2000,1142.857142857143
879,777,138,6,2000,1142.857142857143
1260,600,142,6,2000,1142.857142857143
1053,574,138,10,2000,1142.857142857143
586,589,134,19,2000,1142.857142857143
1018,697,127,8,2000,1142.857142857143
998,434,104,14,2000,1142.857142857143
1077,396,134,7,2000,1142.857142857143
1721,556,149,12,2000,1142.857142857143
412,474,106,6,2000,1142.857142857143
1366,716,120,9,2000,1142.857142857143
1348,590,102,12,2000,1142.857142857143
411,588,105,13,2000,1142.857142857143
427,542,123,11,2000,1142.857142857143
1317,713,132,8,2000,1142.857142857143
1438,354,129,18,2000,1142.857142857143
1278,520,141,13,2000,1142.857142857143
543,722,129,19,2000,1142.857142857143
878,633,135,17,2000,1142.857142857143
1261,583,103,13,2000,1142.857142857143
677,606,105,11,2000,1142.857142857143
1010,623,123,19,2000,1142.857142857143
329,625,121,19,2000,1142.857142857143
1047,536,106,10,2000,1142.857142857143
447,722,107,7,2000,1142.857142857143
1698,457,135,13,2000,1142.857142857143
826,473,106,7,2000,1142.857142857143
933,688,148,7,2000,1142.857142857143
1226,422,102,8,2000,1142.857142857143
625,542,127,8,2000,1142.857142857143
816,564,105,6,2000,1142.857142857143
863,522,107,7,2000,1142.857142857143
881,402,135,5,2000,1142.857142857143
1458,601,106,10,2000,1142.857142857143
415,746,147,14,2000,1142.857142857143
262,535,134,11,2000,1142.857142857143
687,406,114,14,2000,1142.857142857143
1103,736,126,18,2000,1142.857142857143
1604,374,140,15,2000,1142.857142857143
1314,589,146,16,2000,1142.857142857143
584,633,101,13,2000,1142.857142857143
377,615,101,19,2000,1142.857142857143
609,694,114,18,2000,1142.857142857143
1651,374,120,18,2000,1142.857142857143
1311,625,149,11,2000,1142.857142857143
722,451,143,15,2000,1142.857142857143
317,525,128,15,2000,1142.857142857143
847,749,118,5,2000,1142.857142857143
1213,514,132,15,2000,1142.857142857143
981,560,133,16,2000,1142.857142857143
565,543,119,15,2000,1142.857142857143
1430,689,105,13,2000,1142.857142857143
689,374,143,18,2000,1142.857142857143
1533,762,146,9,2000,1142.857142857143
380,499,145,13,2000,1142.857142857143
267,716,125,15,2000,1142.857142857143
1012,781,118,12,2000,1142.857142857143
645,741,116,12,2000,1142.857142857143
793,477,113,12,2000,1142.857142857143
1561,479,125,19,2000,1142.857142857143
1402,447,128,17,2000,1142.857142857143
1413,456,110,14,2000,1142.857142857143
1660,386,136,16,2000,1142.857142857143
499,650,133,18,2000,1142.857142857143
815,542,111,16,2000,1142.857142857143
720,516,147,6,2000,1142.857142857143
445,411,104,7,2000,1142.857142857143
791,538,143,5,2000,1142.857142857143
1298,490,113,19,2000,1142.857142857143
420,495,147,8,2000,1142.857142857143
1007,720,104,15,2000,1142.857142857143
1142,551,101,15,2000,1142.857142857143
1158,702,116,6,2000,1142.857142857143
1391,609,120,13,2000,1142.857142857143
1290,649,111,5,2000,1142.857142857143
1434,549,147,7,2000,1142.857142857143
1290,363,110,14,2000,1142.857142857143
365,535,122,17,2000,1142.857142857143
288,688,104,6,2000,1142.857142857143
1258,763,127,9,2000,1142.857142857143
1491,616,139,6,2000,1142.857142857143
1240,634,116,19,2000,1142.857142857143
899,639,136,15,2000,1142.857142857143
726,420,113,16,2000,1142.857142857143
370,417,108,6,2000,1142.857142857143
832,570,132,8,2000,1142.857142857143
693,372,113,16,2000,1142.857142857143
1500,355,122,17,2000,1142.857142857143
1704,598,106,11,2000,1142.857142857143
737,651,120,11,2000,1142.857142857143
826,418,146,17,2000,1142.857142857143
401,575,131,9,2000,1142.857142857143
925,653,137,13,2000,1142.857142857143
525,703,128,5,2000,1142.857142857143
849,497,137,13,2000,1142.857142857143
304,766,122,10,2000,1142.857142857143
553,737,134,16,2000,1142.857142857143
1054,444,148,11,2000,1142.857142857143
441,594,102,7,2000,1142.857142857143
697,621,114,18,2000,1142.857142857143
1715,376,141,12,2000,1142.857142857143
781,457,134,5,2000,1142.857142857143
1574,722,101,9,2000,1142.857142857143
1704,517,149,14,2000,1142.857142857143
1053,428,142,14,2000,1142.857142857143
291,601,123,10,2000,1142.857142857143
587,454,122,15,2000,1142.857142857143
1426,431,117,13,2000,1142.857142857143
594,766,104,8,2000,1142.857142857143
1051,394,135,11,2000,1142.857142857143
1328,652,115,18,2000,1142.857142857143
281,549,111,19,2000,1142.857142857143
1388,578,111,11,2000,1142.857142857143
1685,749,145,5,2000,1142.857142857143
1513,458,107,19,2000,1142.857142857143
470,782,127,13,2000,1142.857142857143
442,358,113,19,2000,1142.857142857143
1481,701,109,5,2000,1142.857142857143
494,566,136,6,2000,1142.857142857143
1374,458,119,8,2000,1142.857142857143
320,505,117,18,2000,1142.857142857143
262,571,132,9,2000,1142.857142857143
1023,477,111,14,2000,1142.857142857143
987,519,146,10,2000,1142.857142857143
746,665,141,19,2000,1142.857142857143
737,544,131,14,2000,1142.857142857143
1205,555,131,9,2000,1142.857142857143
926,603,133,9,2000,1142.857142857143
1136,406,134,15,2000,1142.857142857143
512,435,123,8,2000,1142.857142857143
754,367,114,5,2000,1142.857142857143
499,522,101,14,2000,1142.857142857143
1443,613,109,18,2000,1142.857142857143
591,614,110,6,2000,1142.857142857143
809,658,127,18,2000,1142.857142857143
1621,358,108,15,2000,1142.857142857143
295,486,144,19,2000,1142.857142857143
1741,600,138,15,2000,1142.857142857143
812,568,102,7,2000,1142.857142857143
453,609,136,5,2000,1142.857142857143
1492,483,135,10,2000,1142.857142857143
1538,716,119,6,2000,1142.857142857143
1309,742,128,7,2000,1142.857142857143
880,640,125,17,2000,1142.857142857143
1125,682,110,19,2000,1142.857142857143
359,779,142,18,2000,1142.857142857143
699,420,111,15,2000,1142.857142857143
1695,362,108,6,2000,1142.857142857143
637,600,123,6,2000,1142.857142857143
1741,710,126,13,2000,1142.857142857143
1312,684,104,19,2000,1142.857142857143
928,658,123,18,2000,1142.857142857143
1410,481,135,14,2000,1142.857142857143
1106,670,102,12,2000,1142.857142857143
1469,708,142,13,2000,1142.857142857143
1670,643,120,13,2000,1142.857142857143
1062,437,115,9,2000,1142.857142857143
956,500,146,9,2000,1142.857142857143
1286,582,118,10,2000,1142.857142857143
525,456,137,16,2000,1142.857142857143
1192,774,145,7,2000,1142.857142857143
1524,455,133,14,2000,1142.857142857143
1317,706,108,11,2000,1142.857142857143
839,360,101,8,2000,1142.857142857143
595,404,109,14,2000,1142.857142857143
1392,609,120,13,2000,1142.857142857143
605,430,120,10,2000,1142.857142857143
1071,709,135,10,2000,1142.857142857143
1231,642,100,19,2000,1142.857142857143
954,448,116,10,2000,1142.857142857143
1449,488,110,7,2000,1142.857142857143
1431,785,123,14,2000,1142.857142857143
1274,580,112,7,2000,1142.857142857143
1515,393,126,8,2000,1142.857142857143
954,756,130,13,2000,1142.857142857143
1230,745,117,18,2000,1142.857142857143
1682,696,149,8,2000,1142.857142857143
329,502,109,11,2000,1142.857142857143
539,391,135,14,2000,1142.857142857143
635,587,116,16,2000,1142.857142857143
1434,760,132,10,2000,1142.857142857143
842,656,134,19,2000,1142.857142857143
1155,469,100,18,2000,1142.857142857143
1747,568,118,13,2000,1142.857142857143
1334,529,134,17,2000,1142.857142857143
926,746,122,8,2000,1142.857142857143
1387,629,149,12,2000,1142.857142857143
524,728,137,9,2000,1142.857142857143
809,610,112,18,2000,1142.857142857143
918,638,102,17,2000,1142.857142857143
1451,751,119,15,2000,1142.857142857143
1322,565,133,9,2000,1142.857142857143
766,474,103,17,2000,1142.857142857143
747,704,105,16,2000,1142.857142857143
299,410,128,9,2000,1142.857142857143
1523,546,126,11,2000,1142.857142857143
1749,651,149,13,2000,1142.857142857143
1710,655,110,10,2000,1142.857142857143
1358,754,129,14,2000,1142.857142857143
643,388,132,6,2000,1142.857142857143
988,781,139,7,2000,1142.857142857143
1494,627,122,16,2000,1142.857142857143
1535,621,129,15,2000,1142.857142857143
1581,403,140,13,2000,1142.857142857143
1663,715,102,13,2000,1142.857142857143
995,479,145,5,2000,1142.857142857143
1489,498,114,7,2000,1142.857142857143
260,369,144,9,2000,1142.857142857143
591,433,137,14,2000,1142.857142857143
1027,497,145,6,2000,1142.857142857143
945,721,106,16,2000,1142.857142857143
1470,627,147,8,2000,1142.857142857143
305,644,116,8,2000,1142.857142857143
600,411,110,18,2000,1142.857142857143
593,402,104,19,2000,1142.857142857143
1335,571,110,6,2000,1142.857142857143
972,730,105,16,2000,1142.857142857143
876,528,136,11,2000,1142.857142857143
513,409,146,14,2000,1142.857142857143
789,516,133,6,2000,1142.857142857143
621,407,148,5,2000,1142.857142857143
1646,726,124,9,2000,1142.857142857143
1636,401,143,16,2000,1142.857142857143
654,448,145,17,2000,1142.857142857143
1611,452,115,19,2000,1142.857142857143
898,557,132,5,2000,1142.857142857143
1172,418,130,5,2000,1142.857142857143
677,637,135,7,2000,1142.857142857143
1435,494,116,14,2000,1142.857142857143
761,791,140,19,2000,1142.857142857143
1010,763,111,11,2000,1142.857142857143
977,515,139,6,2000,1142.857142857143
1655,651,139,14,2000,1142.857142857143
565,629,130,8,2000,1142.857142857143
560,461,126,16,2000,1142.857142857143
1738,614,115,16,2000,1142.857142857143
1680,500,104,13,2000,1142.857142857143
684,547,127,12,2000,1142.857142857143
389,558,145,13,2000,1142.857142857143
877,737,136,14,2000,1142.857142857143
1157,508,123,9,2000,1142.857142857143
837,579,131,6,2000,1142.857142857143
1374,627,109,8,2000,1142.857142857143
1101,701,135,5,2000,1142.857142857143
789,382,138,10,2000,1142.857142857143
1367,591,131,11,2000,1142.857142857143
1258,775,103,14,2000,1142.857142857143
1235,490,144,16,2000,1142.857142857143
641,428,147,8,2000,1142.857142857143
1105,621,120,12,2000,1142.857142857143
605,733,136,7,2000,1142.857142857143
1691,360,118,8,2000,1142.857142857143
1391,542,117,17,2000,1142.857142857143
456,380,107,9,2000,1142.857142857143
413,777,141,19,2000,1142.857142857143
811,782,139,19,2000,1142.857142857143
951,656,122,17,2000,1142.857142857143
1114,484,143,14,2000,1142.857142857143
647,635,137,13,2000,1142.857142857143
1462,503,136,13,2000,1142.857142857143
1572,713,107,9,2000,1142.857142857143
614,361,116,13,2000,1142.857142857143
1236,610,133,12,2000,1142.857142857143
1099,677,115,15,2000,1142.857142857143
1527,384,120,9,2000,1142.857142857143
815,694,139,14,2000,1142.857142857143
1196,557,145,5,2000,1142.857142857143
376,640,147,14,2000,1142.857142857143
434,580,127,10,2000,1142.857142857143
1649,696,138,15,2000,1142.857142857143
767,746,116,11,2000,1142.857142857143
1527,693,121,5,2000,1142.857142857143
1376,707,116,19,2000,1142.857142857143
656,370,135,16,2000,1142.857142857143
417,471,132,8,2000,1142.857142857143
981,435,118,6,2000,1142.857142857143
1165,604,113,11,2000,1142.857142857143
817,775,100,15,2000,1142.857142857143
773,627,100,11,2000,1142.857142857143
321,374,112,8,2000,1142.857142857143
1376,523,103,18,2000,1142.857142857143
613,602,123,13,2000,1142.857142857143
565,371,101,7,2000,1142.857142857143
1159,369,124,8,2000,1142.857142857143
576,621,103,19,2000,1142.857142857143
657,621,134,11,2000,1142.857142857143
860,615,115,14,2000,1142.857142857143
817,701,136,18,2000,1142.857142857143
809,497,141,11,2000,1142.857142857143
667,658,140,6,2000,1142.857142857143
1575,555,112,12,2000,1142.857142857143
723,669,147,14,2000,1142.857142857143
1615,536,125,13,2000,1142.857142857143
1056,531,103,7,2000,1142.857142857143
493,780,149,15,2000,1142.857142857143
746,394,108,12,2000,1142.857142857143
1031,727,109,16,2000,1142.857142857143
1039,637,120,14,2000,1142.857142857143
538,528,117,14,2000,1142.857142857143
1659,386,123,14,2000,1142.857142857143
975,643,106,12,2000,1142.857142857143
466,387,111,14,2000,1142.857142857143
1054,402,110,15,2000,1142.857142857143
448,699,121,17,2000,1142.857142857143
1291,562,131,7,2000,1142.857142857143
1135,549,132,18,2000,1142.857142857143
1595,365,100,9,2000,1142.857142857143
674,751,128,11,2000,1142.857142857143
269,444,147,14,2000,1142.857142857143
1505,723,114,18,2000,1142.857142857143
1456,719,135,17,2000,1142.857142857143
1587,353,146,12,2000,1142.857142857143
1271,629,117,11,2000,1142.857142857143
1226,642,125,7,2000,1142.857142857143
1243,409,116,12,2000,1142.857142857143
1692,404,139,17,2000,1142.857142857143
726,459,111,17,2000,1142.857142857143
834,436,121,17,2000,1142.857142857143
1414,431,148,13,2000,1142.857142857143
1289,592,138,19,2000,1142.857142857143
552,748,149,19,2000,1142.857142857143
