was succesful, reward, actual steps, target steps, runs completed
1,1166,1025,1024,842
1,1166,1025,1024,843
0,56,172,1024,844
0,136,277,1024,845
1,1166,1025,1024,846
0,96,225,1024,847
1,1166,1025,1024,848
0,40,158,1024,849
0,48,165,1024,850
1,1166,1025,1024,851
0,88,212,1024,852
1,1166,1025,1024,853
1,1166,1025,1024,854
0,-16,134,1024,855
1,1166,1025,1024,856
0,80,206,1024,857
0,-8,149,1024,858
0,56,171,1024,859
1,1166,1025,1024,860
1,1166,1025,1024,861
1,1166,1025,1024,862
0,40,150,1024,863
0,-40,104,1024,864
0,56,171,1024,865
0,136,278,1024,866
1,1166,1025,1024,867
0,-168,143,1024,868
0,64,183,1024,869
0,56,174,1024,870
0,-16,138,1024,871
1,1166,1025,1024,872
0,-32,119,1024,873
1,1166,1025,1024,874
0,-56,88,1024,875
0,120,253,1024,876
1,1166,1025,1024,877
0,80,203,1024,878
1,1166,1025,1024,879
0,-40,107,1024,880
0,40,159,1024,881
1,1166,1025,1024,882
0,56,172,1024,883
0,-16,134,1024,884
0,112,243,1024,885
0,72,196,1024,886
1,1166,1025,1024,887
1,1166,1025,1024,888
0,80,207,1024,889
0,-48,98,1024,890
0,-24,128,1024,891
0,56,177,1024,892
0,-40,105,1024,893
0,64,187,1024,894
0,56,179,1024,895
1,1166,1025,1024,896
0,-16,134,1024,897
1,1166,1025,1024,898
0,-24,121,1024,899
0,-48,91,1024,900
0,80,203,1024,901
1,1166,1025,1024,902
0,64,188,1024,903
0,-56,89,1024,904
0,88,218,1024,905
0,-40,106,1024,906
0,-24,124,1024,907
0,-56,81,1024,908
0,88,215,1024,909
0,56,173,1024,910
0,56,170,1024,911
1,1166,1025,1024,912
0,-32,118,1024,913
1,1166,1025,1024,914
0,-56,83,1024,915
1,1166,1025,1024,916
0,-48,91,1024,917
0,112,240,1024,918
0,120,252,1024,919
0,-16,135,1024,920
0,-24,126,1024,921
1,1166,1025,1024,922
0,56,177,1024,923
1,1166,1025,1024,924
0,104,231,1024,925
0,-32,116,1024,926
0,56,177,1024,927
0,-56,84,1024,928
0,-24,126,1024,929
0,-32,113,1024,930
0,64,185,1024,931
0,-16,133,1024,932
0,-56,85,1024,933
1,1166,1025,1024,934
1,1166,1025,1024,935
1,1166,1025,1024,936
1,1166,1025,1024,937
0,-24,128,1024,938
0,72,199,1024,939
1,1166,1025,1024,940
0,56,175,1024,941
1,1166,1025,1024,942
0,-40,106,1024,943
0,56,179,1024,944
0,-8,143,1024,945
0,-8,147,1024,946
0,64,186,1024,947
0,-8,144,1024,948
0,-40,103,1024,949
0,-48,95,1024,950
0,48,168,1024,951
0,-24,129,1024,952
0,56,177,1024,953
1,1166,1025,1024,954
0,112,242,1024,955
1,1166,1025,1024,956
0,-32,112,1024,957
0,80,207,1024,958
0,-48,100,1024,959
1,1166,1025,1024,960
0,40,159,1024,961
0,48,165,1024,962
0,56,176,1024,963
1,1166,1025,1024,964
0,-48,95,1024,965
0,136,277,1024,966
1,1166,1025,1024,967
0,136,273,1024,968
1,1166,1025,1024,969
0,-40,109,1024,970
0,40,157,1024,971
1,1166,1025,1024,972
0,-40,102,1024,973
0,80,209,1024,974
1,1166,1025,1024,975
0,56,174,1024,976
0,-32,113,1024,977
0,48,167,1024,978
0,72,193,1024,979
1,1166,1025,1024,980
0,128,266,1024,981
0,-40,109,1024,982
0,72,191,1024,983
0,-48,96,1024,984
1,1166,1025,1024,985
0,40,160,1024,986
0,-32,112,1024,987
1,1166,1025,1024,988
0,72,191,1024,989
0,-48,98,1024,990
0,-32,112,1024,991
1,1166,1025,1024,992
0,-24,123,1024,993
0,88,211,1024,994
0,-176,138,1024,995
1,1166,1025,1024,996
1,1166,1025,1024,997
0,176,325,1024,998
1,1166,1025,1024,999
0,40,158,1024,1000
